1,5,6,37,44,53
8,31,32,33,38,50
10,19,27,31,51,53
10,19,26,35,38,39
1,18,19,29,44,54
3,6,11,27,28,46
15,25,27,45,46,50
7,14,47,54,56,60
21,38,53,56,57,58
14,22,29,32,33,35
10,12,22,25,42,54
6,9,41,54,56,58
6,12,22,28,31,44
6,25,26,35,38,40
14,16,23,30,45,60
7,8,19,23,27,58
30,35,36,38,49,52
6,7,13,17,22,56
10,18,33,38,40,43
6,14,19,20,39,53
18,23,37,39,50,55
4,27,38,40,58,59
6,15,18,33,37,40
7,11,24,36,42,58
11,15,29,37,39,44
10,23,31,33,51,52
4,24,46,52,55,56
16,20,23,29,35,47
1,6,7,8,23,56
4,28,45,48,52,60
7,14,32,37,40,60
2,36,46,48,57,60
23,41,46,52,54,59
11,22,25,27,55,59
2,10,11,24,38,56
4,11,17,18,21,48
17,18,27,32,39,58
16,32,40,46,53,56
6,23,30,36,53,56
8,11,27,35,36,51
2,28,32,35,54,58
8,10,18,34,39,56
1,37,44,46,48,50
22,27,33,42,58,59
4,14,39,41,54,58
1,9,14,20,25,54
11,19,22,33,34,53
1,5,14,23,35,45
28,34,40,43,50,51
4,28,30,38,46,59
20,22,36,42,52,60
3,6,10,17,34,37
15,37,38,42,49,50
8,21,24,25,52,57
1,7,14,31,35,46
7,20,21,24,40,56
14,26,29,35,37,39
2,5,12,32,40,44
6,17,33,48,50,57
5,11,13,21,53,54
19,20,28,34,36,44
11,24,26,34,37,59
15,22,30,32,40,58
5,10,39,42,46,54
10,14,31,34,45,58
23,36,43,44,55,56
9,28,29,34,36,55
21,29,32,35,43,50
5,6,10,14,22,36
4,14,20,24,46,50
6,15,19,37,39,53
12,16,17,18,34,37
22,23,29,32,38,45
2,6,22,44,55,57
3,16,28,32,34,37
12,14,19,25,52,59
8,11,24,26,47,57
4,19,27,38,54,57
1,12,16,17,52,60
9,16,20,54,57,59
4,10,41,44,52,54
5,10,18,24,39,52
8,20,30,32,48,59
35,36,39,44,48,52
13,30,32,39,46,54
10,13,19,32,40,60
26,28,35,38,48,55
2,27,32,36,48,50
4,5,7,34,42,60
5,6,15,25,39,53
17,25,26,30,32,50
1,18,25,37,39,43
8,21,27,35,43,56
15,20,22,24,34,55
2,14,22,23,29,47
5,8,20,28,40,45
15,27,33,36,41,45
9,25,33,35,40,49
9,26,29,42,43,45
9,21,36,38,52,53
14,16,19,21,33,55
10,21,32,34,48,57
1,6,14,22,30,56
12,20,24,28,33,57
8,33,40,52,55,59
4,6,39,44,52,60
4,8,10,21,45,54
8,9,39,47,57,59
9,11,12,30,39,43
6,18,20,24,43,48
1,9,24,38,48,49
9,13,16,17,36,47
7,24,29,39,45,52
10,16,32,40,42,54
6,10,24,29,43,55
3,12,24,40,51,52
1,3,10,17,23,24
8,23,35,39,56,59
2,14,15,19,35,59
10,16,21,29,44,55
2,8,9,15,22,34
4,17,18,37,52,56
3,10,23,36,43,52
10,26,28,51,53,59
5,11,13,19,30,31
2,3,14,20,30,46
1,17,38,43,45,47
12,16,30,52,53,58
9,34,42,45,46,59
20,22,36,38,41,43
10,15,16,19,28,35
25,31,33,39,43,45
11,28,37,45,54,60
16,17,20,22,38,50
4,21,25,33,36,46
3,9,18,23,50,52
2,20,21,33,48,57
16,29,33,39,42,44
4,14,17,43,52,56
10,13,33,35,36,42
16,18,23,30,32,33
6,9,15,22,39,48
11,40,43,45,47,57
4,10,13,23,27,57
3,25,35,38,44,48
6,27,33,39,40,60
29,35,43,54,56,57
12,15,18,21,51,56
9,10,15,28,43,45
2,7,9,18,21,25
11,12,26,30,37,53
8,11,27,28,43,46
20,23,35,36,44,48
12,34,45,53,55,58
9,22,25,47,52,58
3,6,14,15,21,25
2,3,5,10,15,34
21,31,35,53,54,57
16,17,19,28,45,58
6,17,22,30,37,50
1,3,19,23,47,58
5,11,22,24,51,53
16,23,25,28,30,44
1,10,17,18,45,48
11,23,34,41,46,56
3,7,15,40,45,54
7,14,18,23,32,59
1,4,23,32,38,59
16,27,28,47,59,60
9,10,19,35,37,41
3,10,30,44,53,56
5,16,19,37,51,56
5,10,20,57,58,59
12,16,26,40,56,57
13,16,23,24,32,35
7,18,39,41,44,51
1,45,47,52,53,55
10,28,37,43,44,47
5,25,28,41,53,54
11,13,25,39,46,56
3,11,17,33,52,58
18,20,30,32,33,40
11,23,24,26,40,52
1,5,23,25,28,31
3,10,17,21,22,43
14,17,36,38,44,60
1,5,31,32,37,42
4,5,14,37,40,60
16,23,45,56,58,59
2,8,35,42,49,56
2,4,9,35,45,60
10,30,36,40,44,60
1,13,14,21,26,51
22,28,30,33,55,59
13,23,25,35,52,53
2,9,14,22,32,37
6,10,15,24,38,39
25,30,31,34,43,59
1,2,34,39,41,45
13,17,29,45,49,50
8,18,21,22,35,37
23,24,32,38,40,41
3,5,11,27,35,44
9,40,41,50,55,58
1,6,45,49,50,57
6,24,26,30,34,49
3,9,13,29,30,51
3,4,37,39,48,50
8,26,28,33,41,54
16,18,22,24,34,43
3,6,13,38,49,51
15,17,33,41,47,48
7,22,28,32,56,58
5,8,24,30,57,59
41,44,48,50,54,57
8,15,18,45,59,60
8,28,36,47,50,58
2,17,22,24,48,51
2,3,7,16,27,42
14,34,46,47,56,57
15,27,28,32,48,55
3,7,29,37,54,60
7,13,24,30,32,53
6,11,32,40,48,59
26,33,42,43,53,54
17,19,32,43,48,51
10,11,21,50,51,54
5,6,12,19,30,60
4,9,21,34,54,59
1,22,26,43,50,53
19,22,31,36,52,53
3,19,23,27,40,45
17,18,26,30,33,37
2,6,10,15,53,56
1,4,26,39,47,55
5,10,12,22,28,46
8,11,25,39,41,60
9,11,27,46,51,53
9,11,13,15,19,51
20,23,32,34,37,45
5,17,32,35,37,57
1,10,25,43,50,56
9,12,23,24,46,54
2,14,20,25,41,45
1,15,16,22,25,43
11,20,35,42,55,58
17,22,27,31,49,57
20,21,28,48,50,59
4,8,29,38,49,50
2,6,13,14,17,44
6,19,34,43,45,54
6,11,16,19,31,56
1,3,4,39,51,53
2,9,23,28,45,53
2,13,14,35,54,57
22,23,34,48,53,54
30,42,47,50,55,58
1,5,34,37,40,60
13,14,22,54,56,58
2,16,17,18,41,47
12,18,46,50,53,55
11,13,26,27,28,50
6,25,43,57,58,59
3,13,42,45,56,59
1,5,13,25,26,29
2,6,8,21,25,34
5,11,27,41,42,54
4,15,26,30,54,55
4,6,16,18,21,38
6,18,34,47,52,57
1,8,22,49,52,53
6,20,22,31,33,34
12,25,30,39,56,57
4,10,38,40,45,48
4,19,38,44,52,55
10,11,14,19,39,48
2,18,31,42,51,56
1,12,20,30,52,60
15,30,39,41,45,59
12,19,27,39,41,45
2,20,27,28,32,38
11,26,27,30,34,41
32,37,44,47,54,60
5,7,11,34,35,50
16,26,35,39,44,45
22,23,41,46,53,60
1,6,28,37,56,58
6,7,29,39,41,55
9,12,15,21,31,36
26,32,42,45,55,59
9,10,36,50,53,55
10,24,25,36,47,48
2,14,21,22,51,60
6,11,16,23,36,42
13,25,28,37,43,56
6,13,14,28,35,45
2,5,8,18,30,48
20,27,30,31,40,53
8,15,29,35,45,54
9,36,37,53,55,60
15,22,23,42,51,57
15,17,20,31,41,48
3,13,14,29,33,43
2,10,13,41,49,53
6,33,34,48,53,59
6,18,37,40,41,58
9,13,18,47,52,60
9,12,14,29,42,56
4,10,29,31,34,35
11,19,21,23,27,52
15,18,20,32,48,49
10,15,25,38,47,53
9,10,17,32,34,46
12,28,37,46,48,53
5,8,42,50,51,59
12,13,24,29,32,41
6,16,33,34,45,46
12,17,25,29,41,52
3,5,9,14,41,46
25,34,38,45,53,60
5,18,27,43,49,59
1,10,17,24,42,51
7,14,23,43,44,53
3,8,28,39,42,59
4,6,19,20,40,41
3,10,42,49,54,57
16,18,26,30,31,34
27,33,37,39,58,60
14,27,30,46,52,60
9,23,39,41,49,58
4,12,19,33,36,38
18,23,31,39,49,57
1,22,31,34,44,54
4,30,31,32,47,53
2,9,16,37,44,58
2,25,36,41,42,53
16,20,35,40,53,60
2,8,24,36,51,52
3,10,16,23,27,29
2,12,19,29,50,59
22,26,38,39,45,50
7,21,28,56,58,59
7,19,30,35,42,47
17,29,32,38,45,50
7,16,20,27,36,52
12,31,34,36,48,56
25,27,29,37,50,51
1,7,11,32,51,59
3,23,26,35,39,49
17,19,33,35,39,52
3,9,18,32,40,56
15,18,41,48,50,58
1,6,10,30,33,38
11,13,24,28,44,45
8,23,30,51,53,58
1,12,17,31,37,46
24,36,38,43,44,58
20,29,34,37,45,57
5,15,18,19,21,38
11,13,14,27,44,56
1,10,24,39,45,58
21,24,26,35,45,53
2,5,13,27,41,53
18,23,30,32,42,56
15,24,37,46,49,58
9,14,37,44,46,55
3,18,31,39,46,51
9,12,18,31,39,50
4,12,32,33,34,48
7,13,35,37,39,51
1,6,8,11,33,50
23,37,38,46,47,51
1,2,27,28,46,47
9,11,17,19,35,52
10,15,28,33,51,52
1,2,11,37,48,51
3,18,34,35,36,56
22,30,42,50,58,59
5,10,23,24,35,47
1,3,5,10,20,42
21,27,31,45,55,56
1,17,19,30,33,47
28,29,31,45,48,49
5,40,47,52,55,57
7,12,24,44,51,56
1,2,23,27,45,51
1,5,11,16,20,56
8,21,23,29,36,48
18,20,27,40,49,55
10,14,25,29,33,57
13,16,27,43,48,58
8,17,34,38,42,51
4,10,20,33,37,49
7,11,19,23,40,49
7,10,14,37,45,54
4,6,11,43,54,56
7,24,28,46,53,56
7,16,33,42,50,58
1,21,22,27,32,45
7,24,26,28,44,57
8,27,35,38,41,44
17,23,29,38,57,60
24,33,38,42,44,54
15,16,18,20,22,48
12,17,23,38,53,54
19,23,34,40,41,58
8,18,21,31,37,38
10,13,16,22,34,60
16,19,20,28,37,60
3,23,42,43,47,60
23,29,30,33,46,51
2,6,18,23,31,46
16,29,34,35,49,51
1,2,38,41,42,58
1,5,24,47,55,56
19,26,33,35,51,52
8,23,28,30,32,51
9,10,23,33,44,51
1,2,11,13,36,49
6,18,24,27,56,59
4,29,44,47,48,60
1,7,30,43,44,54
4,20,24,35,47,59
26,29,34,38,50,60
20,26,32,41,45,57
3,5,14,35,43,52
11,22,36,40,45,52
2,27,32,41,47,58
33,43,49,50,56,59
4,5,7,21,45,53
10,22,24,38,39,49
13,23,27,34,38,57
5,8,17,42,46,47
9,20,24,43,51,52
3,23,26,31,47,54
28,31,40,42,46,58
5,20,26,31,33,44
14,17,21,27,43,49
4,18,31,44,46,49
6,13,17,36,42,51
24,28,47,50,51,58
1,4,9,35,36,53
2,6,13,26,53,60
5,6,17,43,54,59
7,31,32,41,51,52
1,15,37,42,46,54
9,19,21,30,31,42
2,21,24,27,40,51
13,20,27,31,53,60
8,12,22,35,40,44
8,10,24,45,56,60
9,23,32,35,46,57
3,10,15,35,36,58
29,31,36,42,47,53
5,10,16,44,50,52
1,5,7,10,12,45
2,5,8,42,46,59
6,7,8,23,43,53
4,9,17,18,21,38
31,36,38,41,42,49
4,10,23,33,38,55
7,20,34,40,44,55
4,5,11,19,41,51
23,29,32,36,45,49
8,19,21,30,52,56
8,39,43,46,47,58
2,43,47,48,49,55
3,22,27,28,50,54
2,9,17,18,45,47
1,4,13,17,38,48
14,15,25,30,31,34
1,6,14,17,33,36
25,34,40,49,51,60
3,6,30,37,53,56
11,14,25,32,51,59
13,15,21,26,30,46
1,4,5,14,45,56
6,27,28,33,46,48
7,16,21,35,36,38
20,27,42,45,46,47
3,29,32,46,55,60
15,18,24,42,46,56
5,15,18,31,42,53
19,24,25,28,42,58
2,15,30,38,48,53
5,6,11,32,36,60
18,37,39,41,43,51
25,38,44,46,53,54
1,6,13,20,36,43
10,12,23,37,47,51
23,26,28,54,55,60
20,30,36,38,47,53
8,12,16,29,37,58
7,15,17,31,42,54
4,16,18,31,45,46
1,4,7,10,11,52
2,5,23,33,52,59
30,32,49,50,52,53
20,21,22,29,46,60
7,18,24,26,39,46
2,15,19,21,23,38
9,13,21,27,36,56
10,12,16,20,32,53
19,41,42,44,47,54
2,9,10,18,21,28
4,17,38,44,53,60
4,6,11,24,45,48
2,21,30,35,45,50
7,15,20,23,30,41
7,11,12,30,39,57
5,24,37,44,49,58
3,17,27,32,47,54
8,10,20,26,49,58
23,27,35,52,53,57
6,10,33,50,51,56
13,18,29,32,50,58
8,9,25,41,54,55
1,12,28,29,34,48
13,21,29,34,47,57
2,11,23,31,42,44
12,13,24,41,42,44
10,16,28,33,48,53
11,15,17,34,35,49
4,13,15,19,36,58
16,32,36,42,44,48
10,16,28,47,51,59
2,26,30,35,46,54
2,12,40,46,52,53
22,25,31,39,41,44
5,8,23,32,33,56
11,14,18,30,33,39
7,31,35,36,46,48
5,6,15,23,56,59
8,9,28,41,48,55
7,17,38,45,52,56
4,18,20,34,45,60
4,13,14,18,49,59
16,17,23,42,59,60
17,28,31,56,57,58
11,28,35,42,46,58
4,8,17,29,31,45
1,8,17,44,46,53
1,6,27,46,51,59
17,18,30,35,39,58
24,46,50,51,52,56
3,14,18,34,42,49
1,2,6,9,16,32
2,10,12,30,41,42
3,4,16,22,36,42
6,22,43,51,52,57
1,7,13,29,37,54
10,18,31,43,57,59
8,22,26,33,37,54
6,11,27,40,46,49
4,5,7,27,45,58
14,18,28,41,47,54
4,13,14,44,49,57
2,14,24,28,35,50
7,12,24,27,30,49
4,9,18,44,46,48
6,26,45,50,56,60
1,3,31,32,43,52
1,15,24,26,28,48
4,22,25,38,45,51
4,9,17,23,28,53
1,6,10,34,40,54
4,27,30,36,54,59
17,20,24,29,49,53
1,35,39,53,55,56
6,9,11,34,41,53
17,27,28,40,44,55
9,14,21,26,36,52
21,48,50,54,57,60
10,27,37,40,47,55
3,4,46,50,56,59
4,10,26,37,47,57
12,13,37,44,48,51
1,2,3,11,28,43
2,12,33,57,58,60
12,18,23,25,45,50
10,25,33,36,40,58
2,34,36,38,51,55
4,13,35,54,56,58
1,2,10,19,20,37
23,24,26,41,52,53
4,6,13,34,37,51
6,11,16,26,44,53
2,24,32,50,54,59
13,22,28,29,40,48
5,9,25,27,38,40
31,36,44,47,49,54
4,14,27,38,50,52
2,6,30,34,35,52
2,4,16,33,44,51
15,16,34,42,46,59
6,8,14,26,36,40
14,32,33,36,41,52
4,27,29,41,48,52
6,13,25,32,47,57
2,14,28,50,57,58
2,10,11,33,52,57
26,27,31,38,44,45
2,6,18,30,52,56
1,25,29,36,56,60
1,19,28,33,39,41
6,13,24,32,40,51
5,19,32,41,49,58
2,5,27,28,48,55
12,20,32,48,52,54
12,13,20,30,34,49
17,29,36,38,53,56
2,6,28,36,51,56
2,34,35,42,43,55
7,14,31,33,36,49
22,23,26,37,38,48
1,13,23,24,30,57
4,15,45,47,50,52
3,18,22,34,55,58
4,13,14,40,46,52
16,24,25,42,45,59
5,9,13,33,40,54
2,19,22,30,46,52
9,12,22,39,48,60
7,15,19,34,37,55
8,39,44,47,53,56
6,15,18,24,30,44
7,16,29,36,38,50
3,7,15,29,38,60
3,8,21,25,27,43
2,5,13,17,39,44
19,31,39,44,53,59
2,11,16,18,36,45
17,21,30,48,52,58
7,8,10,12,27,56
5,12,45,52,56,59
3,19,22,24,35,49
26,36,40,46,49,51
21,37,44,46,49,57
13,15,33,45,54,55
6,8,24,37,41,45
8,12,32,44,46,48
18,29,40,42,50,54
6,19,26,47,50,58
4,19,20,24,39,43
18,29,31,42,43,53
7,10,17,24,38,57
3,14,17,32,37,39
7,8,27,31,32,51
13,16,20,26,39,42
2,9,10,21,27,38
11,12,25,33,48,54
9,26,34,43,53,54
34,39,43,56,57,60
14,32,33,40,42,51
3,4,7,15,27,56
29,48,52,54,55,58
5,11,17,19,44,48
11,16,24,35,46,50
4,18,24,28,39,44
2,8,12,28,33,43
7,12,19,34,40,53
4,19,27,28,29,31
1,16,28,39,44,57
22,29,31,43,50,54
18,27,32,43,50,52
12,28,38,39,51,56
27,35,36,37,42,59
2,18,30,31,45,56
7,9,23,44,46,55
5,13,16,17,27,55
11,27,30,40,44,57
3,14,52,55,57,60
5,12,36,45,50,58
2,5,17,18,54,59
2,5,12,13,25,35
9,11,21,49,53,54
14,25,28,45,53,58
6,21,28,31,33,43
7,27,39,52,55,57
3,36,40,46,58,60
3,4,8,11,47,49
2,4,5,27,49,59
5,16,24,32,38,46
10,21,26,29,32,38
2,7,13,29,38,43
12,27,37,44,54,59
2,24,26,32,35,50
10,13,20,40,44,53
25,35,42,45,52,57
2,12,19,22,36,58
23,27,30,37,38,44
2,16,17,25,50,54
6,10,12,17,28,53
3,15,16,35,37,47
1,19,24,26,52,55
6,13,21,22,31,46
11,17,24,39,46,49
2,8,38,42,48,49
3,11,13,27,32,47
9,18,24,35,36,59
13,33,36,41,50,56
3,4,29,36,45,55
9,19,20,50,51,60
7,12,38,39,45,56
9,19,45,46,54,56
12,32,40,47,48,59
7,17,19,26,40,50
8,19,21,36,42,59
19,20,31,42,51,56
5,7,42,46,50,60
1,11,20,37,40,52
13,21,30,36,59,60
7,10,14,16,54,59
1,18,19,33,43,60
2,20,35,38,45,51
1,32,38,47,51,54
3,14,20,22,49,51
1,6,8,10,25,27
25,26,28,33,42,51
3,5,13,24,35,59
9,24,26,39,46,57
8,18,21,30,48,49
7,8,11,39,43,50
10,23,27,43,53,59
16,35,36,41,52,54
10,11,18,19,30,50
2,5,16,20,35,43
18,29,31,44,51,57
6,15,25,37,48,55
10,21,43,47,53,55
10,47,51,53,59,60
17,24,25,38,41,55
4,5,16,18,27,51
11,14,16,28,34,46
6,13,29,30,35,37
8,13,25,34,42,48
1,27,29,38,50,52
38,42,44,52,58,60
1,4,26,39,43,49
5,20,22,28,29,30
7,9,12,19,45,54
8,9,14,32,53,59
7,12,25,26,32,39
7,8,24,30,33,47
